old_path,new_path,topic,channel
20260329_20251026 - 「花旗研报解读」20251024：未来五年房地产不是重点，定位已经发生根本变化，不会有大规模刺激，保障房的供给仍将继续分流刚需｜外资研报｜房地产｜房价｜二手房｜发展新模式｜城市更新｜好房子｜ [xA2xQ8Sk5II]_MiroFish.md,20260329_20251026 - 「花旗研报解读」20251024：未来五年房地产不是重点，定位已经发生根本变化，不会有大规模刺激，保障房的供给仍将继续分流刚需｜外资研报｜房地产｜房价｜二手房｜发展新模式｜城市更新｜好房子｜ [xA2xQ8Sk5II]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20251028 - 「只发油管」十五五规划建议：强化意识形态统一，弱化经济增速目标，“居民消费率”目标超预期，共同富裕贯穿始终｜十五五｜宏观｜经济｜财经｜改革｜开放｜高质量｜民生｜安全｜发展｜十五五规划 [Yj8qi_ta-Xs]_MiroFish.md,20260329_20251028 - 「只发油管」十五五规划建议：强化意识形态统一，弱化经济增速目标，“居民消费率”目标超预期，共同富裕贯穿始终｜十五五｜宏观｜经济｜财经｜改革｜开放｜高质量｜民生｜安全｜发展｜十五五规划 [Yj8qi_ta-Xs]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20251030 - 「大摩研报解读」20251027：内需下滑导致消费者五因子评分继续下行，股市与经济基本面进一步背离｜外资研报｜摩根士丹利｜王滢｜策略｜投资｜股市｜流动性｜明晟中国｜MSCI China｜股票｜牛市｜ [yGRrHX9ML_8]_MiroFish.md,20260329_20251030 - 「大摩研报解读」20251027：内需下滑导致消费者五因子评分继续下行，股市与经济基本面进一步背离｜外资研报｜摩根士丹利｜王滢｜策略｜投资｜股市｜流动性｜明晟中国｜MSCI China｜股票｜牛市｜ [yGRrHX9ML_8]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20251031 - 「瑞银研报解读」20251029：十五五规划建议的增量信息，提及“居民消费率”是超预期利好，“全要素生产率”提升靠大炼科技｜外资研报｜宏观｜经济｜四中全会｜财经｜经济体制改革｜ [Ofd9CZqX0T4]_MiroFish.md,20260329_20251031 - 「瑞银研报解读」20251029：十五五规划建议的增量信息，提及“居民消费率”是超预期利好，“全要素生产率”提升靠大炼科技｜外资研报｜宏观｜经济｜四中全会｜财经｜经济体制改革｜ [Ofd9CZqX0T4]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20251102 - 「野村研报解读」20251029：下调四季度消费增速预期，经济体感将进一步恶化，Q4内需将成GDP的拖累项，因以旧换新下的前置需求释放和高基数影响｜外资研报｜野村证券｜陆挺｜经济｜宏观｜内需｜ [U-prz3yKkgc]_MiroFish.md,20260329_20251102 - 「野村研报解读」20251029：下调四季度消费增速预期，经济体感将进一步恶化，Q4内需将成GDP的拖累项，因以旧换新下的前置需求释放和高基数影响｜外资研报｜野村证券｜陆挺｜经济｜宏观｜内需｜ [U-prz3yKkgc]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20251104 - 「瑞银研报解读」20251101：10月房价环比跌幅创历史记录，房租加速下跌，保障房供给阻碍房价止跌｜外资研报｜房地产｜房价｜二手房｜房租｜租金｜租售比｜租金回报率｜经济｜宏观｜ [4Kf93n7cilI]_MiroFish.md,20260329_20251104 - 「瑞银研报解读」20251101：10月房价环比跌幅创历史记录，房租加速下跌，保障房供给阻碍房价止跌｜外资研报｜房地产｜房价｜二手房｜房租｜租金｜租售比｜租金回报率｜经济｜宏观｜ [4Kf93n7cilI]_MiroFish_real_estate.md,real_estate,老厉害
20260329_20251106 - 「大摩研报解读」20251105：房价同比跌幅已超大摩年初预期，受财富效应影响，消费降级明显，股市上涨也无法刺激中国奢侈品消费复苏｜外资研报｜摩根士丹利｜房地产｜房价｜股市｜市值｜经济｜宏观｜财经｜ [ekLDaQc13ZU]_MiroFish.md,20260329_20251106 - 「大摩研报解读」20251105：房价同比跌幅已超大摩年初预期，受财富效应影响，消费降级明显，股市上涨也无法刺激中国奢侈品消费复苏｜外资研报｜摩根士丹利｜房地产｜房价｜股市｜市值｜经济｜宏观｜财经｜ [ekLDaQc13ZU]_MiroFish_real_estate.md,real_estate,老厉害
20260329_20251107 - 「瑞银研报解读」20251104：银行三季报边际转好，但断供率舆情显示房价对银行的影响尚未完全显现，仍需防范金融系统性风险｜外资研报｜国有银行｜股份制银行｜不良率｜逾期｜断供｜断贷｜ [hBroYWFEooE]_MiroFish.md,20260329_20251107 - 「瑞银研报解读」20251104：银行三季报边际转好，但断供率舆情显示房价对银行的影响尚未完全显现，仍需防范金融系统性风险｜外资研报｜国有银行｜股份制银行｜不良率｜逾期｜断供｜断贷｜ [hBroYWFEooE]_MiroFish_real_estate.md,real_estate,老厉害
20260329_20251109 - 「高盛研报解读」20251106：2026年将继续面对房地产、地方债、通缩三重挑战，十五五解决就业问题需重视服务业，宏观首席论坛核心观点总结｜外资研报｜高盛｜闪辉｜宏观｜经济｜中美｜企业出海｜地方财政 [Viup7QI0lqk]_MiroFish.md,20260329_20251109 - 「高盛研报解读」20251106：2026年将继续面对房地产、地方债、通缩三重挑战，十五五解决就业问题需重视服务业，宏观首席论坛核心观点总结｜外资研报｜高盛｜闪辉｜宏观｜经济｜中美｜企业出海｜地方财政 [Viup7QI0lqk]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20251110 - 「小摩研报解读」20251109：一线城市放开限购只能带来短暂企稳，房价较峰值已跌去38%，今年累计下跌9%｜外资研报｜房地产｜房价｜二手房｜租金｜中介｜房东｜业主｜北上广深｜ [_mUJ66a1YfM]_MiroFish.md,20260329_20251110 - 「小摩研报解读」20251109：一线城市放开限购只能带来短暂企稳，房价较峰值已跌去38%，今年累计下跌9%｜外资研报｜房地产｜房价｜二手房｜租金｜中介｜房东｜业主｜北上广深｜ [_mUJ66a1YfM]_MiroFish_real_estate.md,real_estate,老厉害
20260329_20251111 - 「高盛研报解读」20251110：实地调研广深房地产市场，近三个月房价加速下跌，没有收入的增长不要期待房价企稳，房东逐渐接受下跌现实｜外资研报｜房地产｜房价｜物业费｜二手房｜就业｜失业｜高盛｜ [F8CGUixXUhs]_MiroFish.md,20260329_20251111 - 「高盛研报解读」20251110：实地调研广深房地产市场，近三个月房价加速下跌，没有收入的增长不要期待房价企稳，房东逐渐接受下跌现实｜外资研报｜房地产｜房价｜物业费｜二手房｜就业｜失业｜高盛｜ [F8CGUixXUhs]_MiroFish_real_estate.md,real_estate,老厉害
20260329_20251112 - 「瑞银研报解读」20251110：实地调研上海房地产市场，今年房价累计跌幅高达20%，豪宅销售显现放缓迹象，租金累计跌幅也已达5%｜外资研报｜房地产｜房价｜房租｜租金｜租售比｜新房｜二手房｜就业｜ [bm01UcPFyhE]_MiroFish.md,20260329_20251112 - 「瑞银研报解读」20251110：实地调研上海房地产市场，今年房价累计跌幅高达20%，豪宅销售显现放缓迹象，租金累计跌幅也已达5%｜外资研报｜房地产｜房价｜房租｜租金｜租售比｜新房｜二手房｜就业｜ [bm01UcPFyhE]_MiroFish_real_estate.md,real_estate,老厉害
20260329_20251113 - 「大摩研报解读」20251107：房地产市场已进入负反馈螺旋，房价预期进一步恶化，业主卖房更加紧迫，买房意愿维持低位，大摩季度居民调研报告｜外资研报｜摩根士丹利｜房地产｜房价｜二手房｜失业｜降薪｜ [xBI6tWQkxbg]_MiroFish.md,20260329_20251113 - 「大摩研报解读」20251107：房地产市场已进入负反馈螺旋，房价预期进一步恶化，业主卖房更加紧迫，买房意愿维持低位，大摩季度居民调研报告｜外资研报｜摩根士丹利｜房地产｜房价｜二手房｜失业｜降薪｜ [xBI6tWQkxbg]_MiroFish_real_estate.md,real_estate,老厉害
20260329_20251114 - 「瑞银研报解读」20251112：一线城市房价仍有38%跌幅，房地产在2028年前无法见底，租金将先于房价企稳｜外资研报｜房地产｜房价｜二手房｜租房｜租金回报率｜房贷利率｜租售比｜房东｜业主｜ [dN8RARhTulU]_MiroFish.md,20260329_20251114 - 「瑞银研报解读」20251112：一线城市房价仍有38%跌幅，房地产在2028年前无法见底，租金将先于房价企稳｜外资研报｜房地产｜房价｜二手房｜租房｜租金回报率｜房贷利率｜租售比｜房东｜业主｜ [dN8RARhTulU]_MiroFish_real_estate.md,real_estate,老厉害
20260329_20251116 - 「野村研报解读」20251113：消费低迷、以旧换新前置、国补资金耗尽三重压力推动今年双11的平淡表现｜双11消费数据初探｜外资研报｜宏观｜经济｜消费｜内需｜家电｜国补｜置换补贴｜快递单量｜ [3ls61YIGPgg]_MiroFish.md,20260329_20251116 - 「野村研报解读」20251113：消费低迷、以旧换新前置、国补资金耗尽三重压力推动今年双11的平淡表现｜双11消费数据初探｜外资研报｜宏观｜经济｜消费｜内需｜家电｜国补｜置换补贴｜快递单量｜ [3ls61YIGPgg]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20251117 - 「花旗研报解读」20251112：体制内专家称十五五将适度“加税”，2026年中国经济与财政展望，财政与经济前景专家访谈｜外资研报｜中国经济｜宏观｜四中全会｜十五五规划｜财政｜投资｜财经｜ [zEAa5tWMiqU]_MiroFish.md,20260329_20251117 - 「花旗研报解读」20251112：体制内专家称十五五将适度“加税”，2026年中国经济与财政展望，财政与经济前景专家访谈｜外资研报｜中国经济｜宏观｜四中全会｜十五五规划｜财政｜投资｜财经｜ [zEAa5tWMiqU]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20251118 - 「大摩研报解读」20251116：2026中国经济展望，供给侧思维下通缩仍将延续，实际GDP增速降至4.8%，货币财政政策力度维持今年水平｜外资研报｜中国经济｜宏观｜投资｜出口｜消费｜CPI｜PPI｜ [sfgtGvNjZfQ]_MiroFish.md,20260329_20251118 - 「大摩研报解读」20251116：2026中国经济展望，供给侧思维下通缩仍将延续，实际GDP增速降至4.8%，货币财政政策力度维持今年水平｜外资研报｜中国经济｜宏观｜投资｜出口｜消费｜CPI｜PPI｜ [sfgtGvNjZfQ]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20251119 - 「小摩研报解读」20251118：实地调研深圳房地产市场，26年房价预计下降5%，新开盘项目去化率普遍低于20%，房企卖房非常依赖外部渠道｜外资研报｜摩根大通｜房地产｜房价｜二手房｜得房率｜ [lTK71BSdPm4]_MiroFish.md,20260329_20251119 - 「小摩研报解读」20251118：实地调研深圳房地产市场，26年房价预计下降5%，新开盘项目去化率普遍低于20%，房企卖房非常依赖外部渠道｜外资研报｜摩根大通｜房地产｜房价｜二手房｜得房率｜ [lTK71BSdPm4]_MiroFish_real_estate.md,real_estate,老厉害
20260329_20251120 - 「瑞银研报解读」20251120：2026中国经济展望，预期GDP增速4.5%，房地产继续拖累，消费和出口增速回落，基建与制造业投资温和复苏，供需再平衡与新旧动能转换为两条主线｜外资研报｜宏观｜经济｜ [gqZ0DziNVMw]_MiroFish.md,20260329_20251120 - 「瑞银研报解读」20251120：2026中国经济展望，预期GDP增速4.5%，房地产继续拖累，消费和出口增速回落，基建与制造业投资温和复苏，供需再平衡与新旧动能转换为两条主线｜外资研报｜宏观｜经济｜ [gqZ0DziNVMw]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20251122 - 「瑞银研报解读」20251120：现金流断裂导致的住房抵押贷款违约风险较大，“贷款卖房”等资产处置推动房价进一步下行，银行房贷违约风险评估｜外资研报｜房地产｜房价｜二手房｜经营贷｜房贷｜断供｜烂尾｜ [Xl_B5ws3LPI]_MiroFish.md,20260329_20251122 - 「瑞银研报解读」20251120：现金流断裂导致的住房抵押贷款违约风险较大，“贷款卖房”等资产处置推动房价进一步下行，银行房贷违约风险评估｜外资研报｜房地产｜房价｜二手房｜经营贷｜房贷｜断供｜烂尾｜ [Xl_B5ws3LPI]_MiroFish_real_estate.md,real_estate,老厉害
20260329_20251122 - 「野村&小摩研报解读」20251120：简评彭博房地产小作文，不足以扭转房价下行趋势，政策效果预计较为短暂｜外资研报｜房地产｜宏观｜经济｜房价｜消费｜投资｜出口｜股市｜财经｜ [mvVRHGOVg5w]_MiroFish.md,20260329_20251122 - 「野村&小摩研报解读」20251120：简评彭博房地产小作文，不足以扭转房价下行趋势，政策效果预计较为短暂｜外资研报｜房地产｜宏观｜经济｜房价｜消费｜投资｜出口｜股市｜财经｜ [mvVRHGOVg5w]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20251124 - 「高盛研报解读」20251121：只要房贷利率能够按照1%贴息30年，中国房价很快就能止跌，对消费也有较大提振作用｜外资研报｜经济｜宏观｜房地产｜房价｜二手房｜新房｜彭博｜Bloomberg｜财经｜ [K2xxGp_Da-I]_MiroFish.md,20260329_20251124 - 「高盛研报解读」20251121：只要房贷利率能够按照1%贴息30年，中国房价很快就能止跌，对消费也有较大提振作用｜外资研报｜经济｜宏观｜房地产｜房价｜二手房｜新房｜彭博｜Bloomberg｜财经｜ [K2xxGp_Da-I]_MiroFish_real_estate.md,real_estate,老厉害
